,existingchecking,duration,credithistory,purpose,creditamount,savings,employmentsince,installmentrate,statussex,otherdebtors,residencesince,property,age,otherinstallmentplans,housing,existingcredits,job,peopleliable,telephone,foreignworker,classification,maritalStatus,sex
922,1,9,2,radio/television,1366,below100,lessth1yr,3,A92,none,4,buildingSociety/lifeInsurance,22,none,rent,1,skilled/official,1,none,1,2,1,F
923,2,12,2,car,2002,below100,betw4a7yrs,3,A93,none,4,buildingSociety/lifeInsurance,30,none,rent,1,skilled/official,2,yes,1,1,0,M
924,1,24,1,furniture/equipment,6872,below100,lessth1yr,2,A91,none,1,buildingSociety/lifeInsurance,55,bank,own,1,skilled/official,1,yes,1,2,1,M
925,1,12,1,car,697,below100,lessth1yr,4,A93,none,2,carOrOthers,46,bank,own,2,skilled/official,1,yes,1,2,0,M
926,1,18,4,furniture/equipment,1049,below100,lessth1yr,4,A92,none,4,buildingSociety/lifeInsurance,21,none,rent,1,skilled/official,1,none,1,1,1,F
927,1,48,2,car,10297,below100,betw4a7yrs,4,A93,none,4,unknown/noProperty,39,stores,forFree,3,skilled/official,2,yes,1,2,0,M
928,0,30,2,radio/television,1867,unknown/nosavings,morethan7yrs,4,A93,none,4,carOrOthers,58,none,own,1,skilled/official,1,yes,1,1,0,M
929,1,12,3,car,1344,below100,betw1a4yrs,4,A93,none,2,realEstate,43,none,own,2,unskilled/resident,2,none,1,1,0,M
930,1,24,2,furniture/equipment,1747,below100,lessth1yr,4,A93,co-applicant,1,buildingSociety/lifeInsurance,24,none,own,1,unskilled/resident,1,none,0,1,0,M
931,2,9,2,radio/television,1670,below100,lessth1yr,4,A92,none,2,carOrOthers,22,none,own,1,skilled/official,1,yes,1,2,1,F
932,0,9,4,car,1224,below100,betw1a4yrs,3,A93,none,1,realEstate,30,none,own,2,skilled/official,1,none,1,1,0,M
933,0,12,4,radio/television,522,betw500a1000,morethan7yrs,4,A93,none,4,buildingSociety/lifeInsurance,42,none,own,2,skilled/official,2,yes,1,1,0,M
934,1,12,2,radio/television,1498,below100,betw1a4yrs,4,A92,none,1,carOrOthers,23,bank,own,1,skilled/official,1,none,1,1,1,F
935,2,30,3,radio/television,1919,betw100a500,lessth1yr,4,A93,none,3,unknown/noProperty,30,stores,own,2,management/self-employed/highlyqualemployee/officer,1,none,1,2,0,M
936,3,9,2,radio/television,745,below100,betw1a4yrs,3,A92,none,2,realEstate,28,none,own,1,unskilled/resident,1,none,1,2,1,F
937,2,6,2,radio/television,2063,below100,lessth1yr,4,A94,none,3,carOrOthers,30,none,rent,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,M
938,2,60,2,education,6288,below100,betw1a4yrs,4,A93,none,4,unknown/noProperty,42,none,forFree,1,skilled/official,1,none,1,2,0,M
939,0,24,4,car,6842,unknown/nosavings,betw1a4yrs,2,A93,none,4,buildingSociety/lifeInsurance,46,none,own,2,management/self-employed/highlyqualemployee/officer,2,yes,1,1,0,M
940,0,12,2,car,3527,unknown/nosavings,lessth1yr,2,A93,none,3,buildingSociety/lifeInsurance,45,none,own,1,management/self-employed/highlyqualemployee/officer,2,yes,1,1,0,M
941,0,10,2,car,1546,below100,betw1a4yrs,3,A93,none,2,realEstate,31,none,own,1,unskilled/resident,2,none,0,1,0,M
942,0,24,2,furniture/equipment,929,unknown/nosavings,betw4a7yrs,4,A93,none,2,carOrOthers,31,stores,own,1,skilled/official,1,yes,1,1,0,M
943,0,4,4,car,1455,below100,betw4a7yrs,2,A93,none,1,realEstate,42,none,own,3,unskilled/resident,2,none,1,1,0,M
944,1,15,2,furniture/equipment,1845,below100,lessth1yr,4,A92,guarantor,1,buildingSociety/lifeInsurance,46,none,rent,1,skilled/official,1,none,1,1,1,F
945,2,48,0,car,8358,betw500a1000,lessth1yr,1,A92,none,1,carOrOthers,30,none,own,2,skilled/official,1,none,1,1,1,F
946,1,24,1,furniture/equipment,3349,betw500a1000,lessth1yr,4,A93,none,4,unknown/noProperty,30,none,forFree,1,skilled/official,2,yes,1,2,0,M
947,0,12,2,car,2859,unknown/nosavings,unemployed,4,A93,none,4,unknown/noProperty,38,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
948,0,18,2,furniture/equipment,1533,below100,lessth1yr,4,A94,co-applicant,1,buildingSociety/lifeInsurance,43,none,own,1,unskilled/resident,2,none,1,2,1,M
949,0,24,2,radio/television,3621,betw100a500,morethan7yrs,2,A93,none,4,carOrOthers,31,none,own,2,skilled/official,1,none,1,2,0,M
950,2,18,4,business,3590,below100,unemployed,3,A94,none,3,carOrOthers,40,none,own,3,unemployed/unskilled/non-resident,2,yes,1,1,1,M
951,1,36,3,business,2145,below100,betw4a7yrs,2,A93,none,1,carOrOthers,24,none,own,2,skilled/official,1,yes,1,2,0,M
952,2,24,2,car,4113,betw500a1000,lessth1yr,3,A92,none,4,carOrOthers,28,none,rent,1,skilled/official,1,none,1,2,1,F
953,0,36,2,furniture/equipment,10974,below100,unemployed,4,A92,none,2,carOrOthers,26,none,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,2,1,F
954,1,12,2,car,1893,below100,betw1a4yrs,4,A92,guarantor,4,buildingSociety/lifeInsurance,29,none,own,1,skilled/official,1,yes,1,1,1,F
955,1,24,4,radio/television,1231,above1000,morethan7yrs,4,A92,none,4,buildingSociety/lifeInsurance,57,none,rent,2,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,F
956,3,30,4,radio/television,3656,unknown/nosavings,morethan7yrs,4,A93,none,4,buildingSociety/lifeInsurance,49,stores,own,2,unskilled/resident,1,none,1,1,0,M
957,2,9,4,radio/television,1154,below100,morethan7yrs,2,A93,none,4,realEstate,37,none,own,3,unskilled/resident,1,none,1,1,0,M
958,1,28,2,car,4006,below100,betw1a4yrs,3,A93,none,2,carOrOthers,45,none,own,1,unskilled/resident,1,none,1,2,0,M
959,2,24,2,furniture/equipment,3069,betw100a500,morethan7yrs,4,A93,none,4,unknown/noProperty,30,none,forFree,1,skilled/official,1,none,1,1,0,M
960,0,6,4,radio/television,1740,below100,morethan7yrs,2,A94,none,2,realEstate,30,none,rent,2,skilled/official,1,none,1,1,1,M
961,2,21,3,car,2353,below100,betw1a4yrs,1,A91,none,4,buildingSociety/lifeInsurance,47,none,own,2,skilled/official,1,none,1,1,1,M
962,0,15,2,car,3556,unknown/nosavings,betw1a4yrs,3,A93,none,2,unknown/noProperty,29,none,own,1,skilled/official,1,none,1,1,0,M
963,0,24,2,radio/television,2397,betw500a1000,morethan7yrs,3,A93,none,2,carOrOthers,35,bank,own,2,skilled/official,1,yes,1,2,0,M
964,2,6,2,repairs,454,below100,lessth1yr,3,A94,none,1,buildingSociety/lifeInsurance,22,none,own,1,unskilled/resident,1,none,1,1,1,M
965,2,30,2,radio/television,1715,unknown/nosavings,betw1a4yrs,4,A92,none,1,carOrOthers,26,none,own,1,skilled/official,1,none,1,1,1,F
966,2,27,4,radio/television,2520,betw500a1000,betw1a4yrs,4,A93,none,2,buildingSociety/lifeInsurance,23,none,own,2,unskilled/resident,1,none,1,2,0,M
967,0,15,2,radio/television,3568,below100,morethan7yrs,4,A92,none,2,carOrOthers,54,bank,rent,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,F
968,0,42,2,radio/television,7166,unknown/nosavings,betw4a7yrs,2,A94,none,4,buildingSociety/lifeInsurance,29,none,rent,1,skilled/official,1,yes,1,1,1,M
969,1,11,4,car,3939,below100,betw1a4yrs,1,A93,none,2,realEstate,40,none,own,2,unskilled/resident,2,none,1,1,0,M
970,2,15,2,repairs,1514,betw100a500,betw1a4yrs,4,A93,guarantor,2,realEstate,22,none,own,1,skilled/official,1,none,1,1,0,M
971,0,24,2,car,7393,below100,betw1a4yrs,1,A93,none,4,buildingSociety/lifeInsurance,43,none,own,1,unskilled/resident,2,none,1,1,0,M
972,1,24,1,car,1193,below100,unemployed,1,A92,co-applicant,4,unknown/noProperty,29,none,rent,2,unemployed/unskilled/non-resident,1,none,1,2,1,F
973,1,60,2,business,7297,below100,morethan7yrs,4,A93,co-applicant,4,unknown/noProperty,36,none,rent,1,skilled/official,1,none,1,2,0,M
974,0,30,4,radio/television,2831,below100,betw1a4yrs,4,A92,none,2,carOrOthers,33,none,own,1,skilled/official,1,yes,1,1,1,F
975,3,24,2,radio/television,1258,betw500a1000,betw1a4yrs,3,A92,none,3,carOrOthers,57,none,own,1,unskilled/resident,1,none,1,1,1,F
976,2,6,2,radio/television,753,below100,betw1a4yrs,2,A92,guarantor,3,realEstate,64,none,own,1,skilled/official,1,none,1,1,1,F
977,2,18,3,business,2427,unknown/nosavings,morethan7yrs,4,A93,none,2,buildingSociety/lifeInsurance,42,none,own,2,skilled/official,1,none,1,1,0,M
978,0,24,3,car,2538,below100,morethan7yrs,4,A93,none,4,carOrOthers,47,none,own,2,unskilled/resident,2,none,1,2,0,M
979,2,15,1,car,1264,betw100a500,betw1a4yrs,2,A94,none,2,buildingSociety/lifeInsurance,25,none,rent,1,skilled/official,1,none,1,2,1,M
980,2,30,4,furniture/equipment,8386,below100,betw4a7yrs,2,A93,none,2,buildingSociety/lifeInsurance,49,none,own,1,skilled/official,1,none,1,2,0,M
981,0,48,2,business,4844,below100,unemployed,3,A93,none,2,carOrOthers,33,bank,rent,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
982,3,21,2,car,2923,betw100a500,betw1a4yrs,1,A92,none,1,carOrOthers,28,bank,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,F
983,1,36,2,car,8229,below100,betw1a4yrs,2,A93,none,2,buildingSociety/lifeInsurance,26,none,own,1,skilled/official,2,none,1,2,0,M
984,0,24,4,furniture/equipment,2028,below100,betw4a7yrs,2,A93,none,2,buildingSociety/lifeInsurance,30,none,own,2,unskilled/resident,1,none,1,1,0,M
985,1,15,4,furniture/equipment,1433,below100,betw1a4yrs,4,A92,none,3,buildingSociety/lifeInsurance,25,none,rent,2,skilled/official,1,none,1,1,1,F
986,3,42,0,business,6289,below100,lessth1yr,2,A91,none,1,buildingSociety/lifeInsurance,33,none,own,2,skilled/official,1,none,1,1,1,M
987,0,13,2,radio/television,1409,betw100a500,unemployed,2,A92,none,4,realEstate,64,none,own,1,skilled/official,1,none,1,1,1,F
988,1,24,2,car,6579,below100,unemployed,4,A93,none,2,unknown/noProperty,29,none,forFree,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
989,2,24,4,radio/television,1743,below100,morethan7yrs,4,A93,none,2,buildingSociety/lifeInsurance,48,none,own,2,unskilled/resident,1,none,1,1,0,M
990,0,12,4,education,3565,unknown/nosavings,lessth1yr,2,A93,none,1,buildingSociety/lifeInsurance,37,none,own,2,unskilled/resident,2,none,1,1,0,M
991,0,15,1,radio/television,1569,betw100a500,morethan7yrs,4,A93,none,4,carOrOthers,34,bank,own,1,unskilled/resident,2,none,1,1,0,M
992,1,18,2,radio/television,1936,unknown/nosavings,betw4a7yrs,2,A94,none,4,carOrOthers,23,none,rent,2,unskilled/resident,1,none,1,1,1,M
993,1,36,2,furniture/equipment,3959,below100,unemployed,4,A93,none,3,buildingSociety/lifeInsurance,30,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
994,0,12,2,car,2390,unknown/nosavings,morethan7yrs,4,A93,none,3,carOrOthers,50,none,own,1,skilled/official,1,yes,1,1,0,M
995,0,12,2,furniture/equipment,1736,below100,betw4a7yrs,3,A92,none,4,realEstate,31,none,own,1,unskilled/resident,1,none,1,1,1,F
996,1,30,2,car,3857,below100,betw1a4yrs,4,A91,none,4,buildingSociety/lifeInsurance,40,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,M
997,0,12,2,radio/television,804,below100,morethan7yrs,4,A93,none,4,carOrOthers,38,none,own,1,skilled/official,1,none,1,1,0,M
998,1,45,2,radio/television,1845,below100,betw1a4yrs,4,A93,none,4,unknown/noProperty,23,none,forFree,1,skilled/official,1,yes,1,2,0,M
999,2,45,4,car,4576,betw100a500,unemployed,3,A93,none,4,carOrOthers,27,none,own,1,skilled/official,1,none,1,1,0,M
